State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Amenities_Count,Floor_Ratio,Good_Investment
Madhya Pradesh,Bhopal,Locality_446,Villa,5,4302,165.32,0.04,2010,Furnished,11,14,16,3,9,3,0,0,"Pool, Playground, Clubhouse, Gym, Garden",East,Owner,Under_Construction,5,0.7857142857142857,1
Punjab,Ludhiana,Locality_237,Apartment,3,2660,117.57,0.04,2000,Furnished,5,16,26,3,3,1,0,1,"Playground, Garden, Gym",South,Broker,Ready_to_Move,3,0.3125,0
Karnataka,Mysore,Locality_188,Independent House,2,3376,36.16,0.01,2021,Semi-furnished,8,26,5,1,4,2,0,1,"Clubhouse, Playground, Garden, Pool",North,Owner,Under_Construction,4,0.3076923076923077,1
Andhra Pradesh,Vijayawada,Locality_114,Villa,4,892,123.82,0.14,1998,Furnished,20,30,28,1,4,3,0,1,"Pool, Playground, Garden",North,Broker,Ready_to_Move,3,0.6666666666666666,0
Gujarat,Ahmedabad,Locality_47,Apartment,4,2937,281.83,0.1,2019,Unfurnished,24,27,7,6,6,1,1,1,"Gym, Pool",North,Broker,Ready_to_Move,2,0.8888888888888888,0
Assam,Guwahati,Locality_367,Villa,5,4231,275.25,0.07,1991,Unfurnished,17,19,35,9,4,3,0,1,"Pool, Gym, Playground",East,Owner,Ready_to_Move,3,0.8947368421052632,1
Chhattisgarh,Bilaspur,Locality_101,Independent House,5,2173,256.18,0.12,2010,Unfurnished,2,8,16,10,3,3,1,0,"Clubhouse, Pool",North,Owner,Ready_to_Move,2,0.25,0
Karnataka,Mangalore,Locality_489,Apartment,3,1625,167.19,0.1,2005,Semi-furnished,17,18,21,6,8,2,1,0,"Garden, Playground, Clubhouse",South,Builder,Ready_to_Move,3,0.9444444444444444,0
Andhra Pradesh,Vishakhapatnam,Locality_278,Apartment,1,2175,191.4,0.09,2022,Unfurnished,4,26,4,2,7,1,0,0,"Playground, Clubhouse",West,Owner,Ready_to_Move,2,0.15384615384615385,0
Uttar Pradesh,Noida,Locality_468,Apartment,1,1645,74.5,0.05,2021,Furnished,11,16,5,10,7,1,1,0,"Garden, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move,4,0.6875,0
Tamil Nadu,Chennai,Locality_20,Villa,4,3236,57.81,0.02,2006,Unfurnished,11,14,20,4,10,1,1,0,"Garden, Gym, Pool, Playground, Clubhouse",North,Broker,Under_Construction,5,0.7857142857142857,0
West Bengal,Kolkata,Locality_253,Apartment,2,4678,212.76,0.05,1993,Unfurnished,9,12,33,5,5,2,1,0,"Garden, Clubhouse, Gym, Playground, Pool",East,Owner,Under_Construction,5,0.75,1
Tamil Nadu,Coimbatore,Locality_324,Villa,2,3610,43.85,0.01,1993,Unfurnished,3,24,33,6,9,1,0,0,Gym,South,Owner,Under_Construction,1,0.125,0
West Bengal,Kolkata,Locality_17,Independent House,2,1193,160.48,0.13,2004,Unfurnished,2,20,22,1,1,1,0,1,Pool,West,Builder,Ready_to_Move,1,0.1,0
Gujarat,Ahmedabad,Locality_429,Independent House,3,4530,132.84,0.03,1994,Unfurnished,2,20,32,10,7,3,0,0,"Pool, Playground, Clubhouse",West,Builder,Ready_to_Move,3,0.1,1
Delhi,Dwarka,Locality_114,Apartment,2,2021,291.81,0.14,2008,Unfurnished,20,29,18,2,10,3,1,1,Pool,West,Owner,Ready_to_Move,1,0.6896551724137931,0
Gujarat,Ahmedabad,Locality_452,Apartment,5,1710,496.73,0.29,2002,Unfurnished,17,17,24,7,2,2,0,0,"Playground, Clubhouse, Gym, Garden",West,Broker,Under_Construction,4,1.0,0
Haryana,Gurgaon,Locality_232,Apartment,2,1824,416.13,0.23,2005,Unfurnished,8,30,21,6,3,2,1,0,"Garden, Pool, Clubhouse, Gym",North,Broker,Under_Construction,4,0.26666666666666666,0
Andhra Pradesh,Vishakhapatnam,Locality_68,Villa,5,3584,28.01,0.01,2008,Unfurnished,13,26,18,6,8,1,1,1,"Pool, Gym",West,Builder,Ready_to_Move,2,0.5,0
Maharashtra,Pune,Locality_115,Villa,1,2695,446.55,0.17,1992,Furnished,6,12,34,2,4,3,1,1,Garden,South,Builder,Under_Construction,1,0.5,0
Uttar Pradesh,Noida,Locality_79,Independent House,5,1669,416.89,0.25,1999,Semi-furnished,4,6,27,8,7,3,0,1,"Gym, Pool, Clubhouse, Playground, Garden",West,Owner,Under_Construction,5,0.6666666666666666,0
Madhya Pradesh,Bhopal,Locality_50,Apartment,2,4327,458.54,0.11,1990,Unfurnished,9,19,36,9,9,1,1,1,"Gym, Pool, Clubhouse, Playground",South,Broker,Ready_to_Move,4,0.47368421052631576,0
Tamil Nadu,Chennai,Locality_181,Independent House,5,1656,453.17,0.27,2019,Unfurnished,0,22,7,9,9,3,1,1,"Clubhouse, Garden",North,Builder,Under_Construction,2,0.0,0
Gujarat,Ahmedabad,Locality_85,Apartment,5,1410,44.97,0.03,1995,Unfurnished,20,28,31,6,4,1,0,1,"Clubhouse, Garden, Pool, Playground, Gym",South,Broker,Under_Construction,5,0.7142857142857143,0
Bihar,Gaya,Locality_241,Independent House,5,3716,495.17,0.13,1992,Semi-furnished,16,28,34,2,7,1,1,1,"Garden, Gym, Pool, Playground, Clubhouse",North,Broker,Ready_to_Move,5,0.5714285714285714,0
Punjab,Amritsar,Locality_47,Apartment,5,4586,442.77,0.1,2023,Semi-furnished,15,17,3,6,1,1,0,0,"Clubhouse, Playground, Pool",North,Builder,Ready_to_Move,3,0.8823529411764706,0
Uttar Pradesh,Noida,Locality_394,Villa,2,4398,115.72,0.03,2000,Furnished,11,14,26,5,5,2,1,1,"Gym, Garden, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move,5,0.7857142857142857,1
Punjab,Ludhiana,Locality_481,Apartment,2,3863,157.35,0.04,1990,Semi-furnished,13,14,36,3,7,3,0,1,Garden,South,Builder,Ready_to_Move,1,0.9285714285714286,0
Rajasthan,Jaipur,Locality_353,Independent House,3,3214,389.08,0.12,2023,Semi-furnished,3,21,3,5,2,1,1,1,"Pool, Garden, Clubhouse, Playground",West,Builder,Ready_to_Move,4,0.14285714285714285,0
Tamil Nadu,Coimbatore,Locality_296,Villa,4,4570,399.4,0.09,2008,Semi-furnished,16,17,18,8,4,1,0,0,Gym,East,Builder,Under_Construction,1,0.9411764705882353,0
West Bengal,Durgapur,Locality_236,Villa,4,772,218.95,0.28,2013,Furnished,16,16,13,7,3,2,1,1,"Clubhouse, Gym, Playground",North,Builder,Ready_to_Move,3,1.0,0
Maharashtra,Mumbai,Locality_51,Villa,1,4578,146.78,0.03,1997,Furnished,10,23,29,10,1,2,0,0,Playground,West,Builder,Ready_to_Move,1,0.43478260869565216,0
Uttarakhand,Haridwar,Locality_39,Villa,4,3904,45.14,0.01,2022,Furnished,9,15,4,5,9,2,0,0,"Garden, Clubhouse",South,Broker,Under_Construction,2,0.6,0
Punjab,Ludhiana,Locality_191,Independent House,1,745,107.63,0.14,1996,Furnished,1,9,30,9,3,1,0,0,Clubhouse,South,Owner,Under_Construction,1,0.1111111111111111,0
Karnataka,Bangalore,Locality_48,Independent House,2,3618,353.88,0.1,1998,Furnished,10,22,28,10,2,1,0,0,"Clubhouse, Garden",West,Broker,Ready_to_Move,2,0.45454545454545453,0
Bihar,Patna,Locality_158,Apartment,5,4591,55.32,0.01,1997,Furnished,8,13,29,4,9,1,0,1,"Garden, Gym, Clubhouse, Playground, Pool",East,Owner,Under_Construction,5,0.6153846153846154,0
Rajasthan,Jodhpur,Locality_322,Independent House,1,1489,403.46,0.27,2006,Semi-furnished,4,24,20,2,1,3,1,1,"Garden, Pool, Gym",North,Broker,Under_Construction,3,0.16666666666666666,0
Odisha,Cuttack,Locality_99,Independent House,3,4529,221.45,0.05,2010,Semi-furnished,15,21,16,7,10,1,1,1,Playground,North,Builder,Under_Construction,1,0.7142857142857143,0
Punjab,Ludhiana,Locality_305,Apartment,3,2326,82.11,0.04,1999,Semi-furnished,7,11,27,5,8,1,0,1,"Gym, Clubhouse",East,Builder,Ready_to_Move,2,0.6363636363636364,0
Tamil Nadu,Chennai,Locality_280,Apartment,4,3971,311.43,0.08,2013,Semi-furnished,4,12,13,8,3,2,1,1,"Pool, Clubhouse, Gym",South,Builder,Under_Construction,3,0.3333333333333333,1
Madhya Pradesh,Bhopal,Locality_347,Apartment,3,3043,211.0,0.07,2010,Furnished,26,29,16,10,7,1,1,0,"Gym, Playground",North,Broker,Under_Construction,2,0.896551724137931,0
Bihar,Gaya,Locality_405,Villa,5,983,174.25,0.18,2015,Unfurnished,2,7,11,10,10,2,0,0,"Gym, Garden, Pool, Clubhouse",South,Builder,Under_Construction,4,0.2857142857142857,0
Uttarakhand,Dehradun,Locality_358,Independent House,2,3303,124.62,0.04,2011,Unfurnished,5,18,15,7,2,3,0,0,"Playground, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,4,0.2777777777777778,1
Uttarakhand,Dehradun,Locality_114,Independent House,5,3979,253.19,0.06,2023,Semi-furnished,7,15,3,1,5,2,0,0,"Clubhouse, Playground, Gym",South,Broker,Under_Construction,3,0.4666666666666667,1
Kerala,Trivandrum,Locality_422,Villa,4,1855,140.07,0.08,2018,Unfurnished,11,27,8,9,9,2,0,1,"Pool, Clubhouse",North,Broker,Under_Construction,2,0.4074074074074074,0
West Bengal,Kolkata,Locality_39,Apartment,4,3421,325.63,0.1,2003,Furnished,24,28,23,6,9,2,0,1,"Gym, Garden, Playground, Clubhouse",West,Owner,Under_Construction,4,0.8571428571428571,0
Haryana,Faridabad,Locality_301,Apartment,2,2660,486.31,0.18,1997,Semi-furnished,8,28,29,9,3,1,0,0,Clubhouse,South,Broker,Ready_to_Move,1,0.2857142857142857,0
Maharashtra,Mumbai,Locality_141,Apartment,5,2386,85.74,0.04,1990,Unfurnished,11,14,36,9,2,1,1,0,"Pool, Playground",East,Builder,Under_Construction,2,0.7857142857142857,0
Madhya Pradesh,Indore,Locality_405,Villa,4,4792,102.46,0.02,2020,Furnished,18,19,6,7,1,1,1,1,"Garden, Gym",East,Broker,Ready_to_Move,2,0.9473684210526315,0
Chhattisgarh,Bilaspur,Locality_424,Apartment,2,2298,466.26,0.2,1996,Semi-furnished,8,22,30,4,8,1,0,0,Gym,East,Broker,Under_Construction,1,0.36363636363636365,0
Odisha,Cuttack,Locality_113,Villa,1,2356,464.01,0.2,2023,Unfurnished,21,28,3,8,3,1,0,1,"Playground, Gym, Garden, Clubhouse",West,Broker,Ready_to_Move,4,0.75,0
Uttarakhand,Dehradun,Locality_163,Independent House,3,4084,198.83,0.05,2013,Semi-furnished,0,1,13,3,10,1,0,1,"Clubhouse, Pool, Playground",East,Owner,Under_Construction,3,0.0,0
Uttarakhand,Haridwar,Locality_109,Villa,4,945,46.02,0.05,2023,Semi-furnished,9,28,3,6,3,2,1,1,"Garden, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move,4,0.32142857142857145,1
Andhra Pradesh,Vishakhapatnam,Locality_362,Independent House,3,3898,401.81,0.1,2023,Unfurnished,12,15,3,10,3,2,0,0,Clubhouse,West,Owner,Ready_to_Move,1,0.8,0
Kerala,Kochi,Locality_475,Independent House,1,3158,425.65,0.13,1992,Unfurnished,1,24,34,3,9,2,0,1,"Gym, Pool, Playground, Clubhouse",North,Owner,Ready_to_Move,4,0.041666666666666664,0
Gujarat,Ahmedabad,Locality_330,Villa,3,1072,69.02,0.06,2001,Unfurnished,17,21,25,2,7,2,1,0,Playground,West,Builder,Ready_to_Move,1,0.8095238095238095,0
Uttar Pradesh,Noida,Locality_416,Independent House,2,1222,75.49,0.06,2014,Semi-furnished,19,26,12,10,1,2,0,1,"Garden, Playground",East,Builder,Under_Construction,2,0.7307692307692307,0
Jharkhand,Jamshedpur,Locality_88,Apartment,2,2710,105.22,0.04,2023,Unfurnished,11,15,3,5,4,1,0,1,Pool,North,Broker,Ready_to_Move,1,0.7333333333333333,0
Madhya Pradesh,Indore,Locality_137,Apartment,2,4586,141.43,0.03,2013,Furnished,4,4,13,7,7,3,0,1,"Garden, Gym, Clubhouse, Pool",East,Owner,Ready_to_Move,4,1.0,1
Assam,Guwahati,Locality_57,Villa,1,4255,240.0,0.06,1996,Furnished,4,26,30,9,7,1,1,0,"Playground, Pool, Clubhouse, Gym",East,Owner,Under_Construction,4,0.15384615384615385,0
Jharkhand,Jamshedpur,Locality_340,Apartment,3,560,173.37,0.31,2021,Furnished,10,11,5,10,5,1,1,0,"Gym, Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction,5,0.9090909090909091,0
West Bengal,Durgapur,Locality_362,Villa,5,1071,61.34,0.06,2008,Semi-furnished,4,19,18,3,2,2,0,1,"Gym, Garden, Playground",North,Broker,Ready_to_Move,3,0.21052631578947367,1
Delhi,New Delhi,Locality_220,Apartment,1,4161,38.16,0.01,2010,Unfurnished,8,19,16,7,7,2,1,1,"Playground, Clubhouse, Garden, Pool, Gym",West,Builder,Ready_to_Move,5,0.42105263157894735,1
Tamil Nadu,Coimbatore,Locality_65,Independent House,4,3196,36.39,0.01,2003,Furnished,1,14,23,10,10,1,1,0,"Pool, Clubhouse, Garden",South,Builder,Under_Construction,3,0.07142857142857142,0
Delhi,New Delhi,Locality_446,Apartment,2,4116,202.82,0.05,2023,Unfurnished,17,28,3,5,9,1,1,0,"Pool, Playground, Gym",East,Broker,Ready_to_Move,3,0.6071428571428571,0
Uttar Pradesh,Lucknow,Locality_171,Apartment,5,1152,74.97,0.07,1999,Furnished,6,14,27,2,1,1,0,0,"Pool, Gym",South,Owner,Under_Construction,2,0.42857142857142855,0
Karnataka,Mangalore,Locality_221,Villa,4,3797,399.37,0.11,2017,Semi-furnished,3,17,9,6,5,1,1,1,"Gym, Playground, Pool, Garden",North,Broker,Ready_to_Move,4,0.17647058823529413,0
Tamil Nadu,Coimbatore,Locality_168,Villa,1,4892,306.49,0.06,1991,Furnished,0,24,35,6,9,1,1,0,"Clubhouse, Pool, Gym",East,Broker,Ready_to_Move,3,0.0,0
Haryana,Faridabad,Locality_247,Villa,2,3176,487.95,0.15,1994,Semi-furnished,9,26,32,10,5,1,1,0,Playground,East,Owner,Ready_to_Move,1,0.34615384615384615,0
Uttar Pradesh,Lucknow,Locality_452,Independent House,3,1340,95.36,0.07,2011,Semi-furnished,1,24,15,6,1,1,1,0,"Gym, Garden, Playground",East,Owner,Under_Construction,3,0.041666666666666664,0
Gujarat,Surat,Locality_329,Villa,4,3011,256.65,0.09,2023,Semi-furnished,1,5,3,7,10,2,1,1,"Playground, Gym, Pool",East,Builder,Ready_to_Move,3,0.2,0
Punjab,Ludhiana,Locality_463,Independent House,3,4602,305.67,0.07,2018,Furnished,15,24,8,6,10,1,1,0,"Pool, Playground, Clubhouse",West,Broker,Ready_to_Move,3,0.625,0
Assam,Silchar,Locality_200,Apartment,4,3560,435.69,0.12,2017,Semi-furnished,0,27,9,8,10,3,0,1,Garden,East,Broker,Under_Construction,1,0.0,0
Kerala,Kochi,Locality_241,Villa,2,3694,27.63,0.01,2007,Semi-furnished,13,17,19,3,8,2,0,0,"Gym, Playground, Pool, Clubhouse",North,Owner,Under_Construction,4,0.7647058823529411,1
Tamil Nadu,Coimbatore,Locality_14,Independent House,3,2153,388.35,0.18,2008,Furnished,0,2,18,3,7,2,0,1,Playground,North,Owner,Ready_to_Move,1,0.0,0
West Bengal,Kolkata,Locality_478,Villa,5,4572,284.56,0.06,2010,Semi-furnished,0,5,16,8,8,2,0,1,"Pool, Playground, Garden",South,Broker,Ready_to_Move,3,0.0,1
Chhattisgarh,Raipur,Locality_468,Independent House,2,4654,427.87,0.09,1995,Unfurnished,0,26,31,8,8,3,1,0,"Pool, Gym, Playground",East,Builder,Ready_to_Move,3,0.0,0
Assam,Silchar,Locality_280,Villa,3,1941,279.76,0.14,2003,Unfurnished,0,24,23,8,3,1,1,0,"Clubhouse, Garden, Pool, Playground",North,Builder,Ready_to_Move,4,0.0,0
Karnataka,Mangalore,Locality_301,Independent House,1,3017,57.81,0.02,2017,Furnished,4,20,9,4,3,2,0,1,Clubhouse,East,Owner,Ready_to_Move,1,0.2,0
Uttar Pradesh,Lucknow,Locality_121,Villa,4,4925,39.93,0.01,2017,Furnished,0,14,9,3,4,2,0,1,"Pool, Garden, Clubhouse",East,Broker,Ready_to_Move,3,0.0,1
Tamil Nadu,Coimbatore,Locality_12,Villa,3,3131,42.87,0.01,2018,Furnished,6,10,8,10,6,1,1,1,"Playground, Pool, Clubhouse, Gym",West,Builder,Under_Construction,4,0.6,0
Rajasthan,Jodhpur,Locality_83,Independent House,2,2613,103.57,0.04,2022,Furnished,18,29,4,9,1,1,1,1,"Pool, Playground, Gym, Clubhouse",West,Owner,Under_Construction,4,0.6206896551724138,0
Odisha,Bhubaneswar,Locality_304,Villa,2,4065,190.69,0.05,2019,Semi-furnished,15,16,7,4,2,2,1,0,Pool,South,Owner,Under_Construction,1,0.9375,0
Maharashtra,Nagpur,Locality_264,Villa,5,4620,172.25,0.04,2020,Unfurnished,1,9,6,2,7,2,0,0,Playground,East,Builder,Under_Construction,1,0.1111111111111111,0
Assam,Silchar,Locality_137,Independent House,2,2739,327.79,0.12,2000,Furnished,22,23,26,3,8,3,0,1,Clubhouse,West,Broker,Under_Construction,1,0.9565217391304348,0
Chhattisgarh,Raipur,Locality_382,Independent House,5,2821,44.2,0.02,2009,Unfurnished,10,19,17,5,7,3,0,1,"Gym, Playground",North,Builder,Under_Construction,2,0.5263157894736842,0
Bihar,Patna,Locality_94,Independent House,5,2284,195.89,0.09,2011,Furnished,26,29,15,5,9,1,1,1,"Gym, Pool, Garden, Playground, Clubhouse",South,Builder,Under_Construction,5,0.896551724137931,0
Tamil Nadu,Chennai,Locality_378,Independent House,3,2377,458.24,0.19,1995,Unfurnished,16,16,31,5,10,1,1,0,"Pool, Gym, Playground, Clubhouse, Garden",North,Broker,Ready_to_Move,5,1.0,0
Rajasthan,Jodhpur,Locality_29,Independent House,1,2388,418.94,0.18,2021,Furnished,5,27,5,10,5,3,0,1,"Gym, Playground",North,Broker,Ready_to_Move,2,0.18518518518518517,0
Tamil Nadu,Chennai,Locality_109,Apartment,5,3639,465.3,0.13,2005,Semi-furnished,13,28,21,6,2,3,1,0,"Pool, Gym, Clubhouse, Playground",West,Broker,Under_Construction,4,0.4642857142857143,0
Chhattisgarh,Bilaspur,Locality_86,Independent House,5,1160,176.32,0.15,1997,Furnished,5,18,29,7,10,1,1,0,"Garden, Playground, Clubhouse, Pool, Gym",East,Owner,Under_Construction,5,0.2777777777777778,0
Gujarat,Ahmedabad,Locality_408,Villa,2,3857,401.18,0.1,1999,Semi-furnished,10,18,27,4,7,2,0,0,"Clubhouse, Pool",East,Owner,Ready_to_Move,2,0.5555555555555556,0
Karnataka,Mysore,Locality_191,Independent House,2,4230,38.74,0.01,2016,Furnished,14,16,10,7,7,3,1,1,"Pool, Gym, Playground, Clubhouse",North,Broker,Under_Construction,4,0.875,1
Assam,Guwahati,Locality_486,Apartment,5,1864,173.0,0.09,1994,Furnished,2,7,32,2,7,1,1,1,"Playground, Clubhouse, Garden",South,Owner,Ready_to_Move,3,0.2857142857142857,0
Uttar Pradesh,Lucknow,Locality_381,Independent House,3,2646,496.45,0.19,2010,Semi-furnished,8,9,16,7,9,1,0,0,Pool,North,Builder,Under_Construction,1,0.8888888888888888,0
Madhya Pradesh,Bhopal,Locality_410,Apartment,2,4179,224.08,0.05,2018,Unfurnished,6,26,8,7,9,1,1,1,"Playground, Clubhouse, Garden, Gym",North,Broker,Ready_to_Move,4,0.23076923076923078,0
Tamil Nadu,Coimbatore,Locality_212,Villa,2,3971,116.1,0.03,1996,Semi-furnished,16,16,30,9,6,1,0,1,"Garden, Playground, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move,5,1.0,0
Uttarakhand,Dehradun,Locality_10,Apartment,1,3215,159.98,0.05,2015,Semi-furnished,29,30,11,1,9,3,1,0,Pool,South,Builder,Ready_to_Move,1,0.9666666666666667,0
Rajasthan,Jaipur,Locality_151,Apartment,5,745,61.44,0.08,2001,Unfurnished,15,18,25,10,8,1,1,1,"Garden, Clubhouse",West,Broker,Ready_to_Move,2,0.8333333333333334,0
Delhi,Dwarka,Locality_294,Villa,4,2017,194.39,0.1,2023,Unfurnished,10,24,3,5,6,2,1,1,"Pool, Gym, Playground, Garden",North,Builder,Ready_to_Move,4,0.4166666666666667,0
Bihar,Patna,Locality_230,Villa,2,2058,269.02,0.13,2003,Furnished,26,30,23,2,1,2,1,1,"Clubhouse, Garden, Playground, Gym",West,Owner,Ready_to_Move,4,0.8666666666666667,0
Chhattisgarh,Bilaspur,Locality_117,Apartment,4,4017,158.43,0.04,2001,Unfurnished,9,26,25,7,9,1,0,1,"Pool, Gym, Garden",West,Owner,Under_Construction,3,0.34615384615384615,0
Kerala,Kochi,Locality_30,Apartment,4,4256,121.17,0.03,1994,Unfurnished,3,17,32,9,2,2,0,1,"Gym, Playground",South,Builder,Ready_to_Move,2,0.17647058823529413,0
Punjab,Ludhiana,Locality_483,Independent House,4,4335,441.54,0.1,1992,Unfurnished,23,25,34,10,10,2,0,1,"Pool, Clubhouse, Garden, Gym, Playground",North,Owner,Under_Construction,5,0.92,0
Chhattisgarh,Bilaspur,Locality_167,Apartment,2,2906,429.56,0.15,1997,Furnished,7,23,29,7,6,3,1,0,Gym,West,Broker,Under_Construction,1,0.30434782608695654,0
Rajasthan,Jodhpur,Locality_150,Independent House,5,1412,84.89,0.06,1999,Unfurnished,5,25,27,2,9,3,0,0,"Clubhouse, Gym, Playground, Garden, Pool",West,Builder,Ready_to_Move,5,0.2,1
Chhattisgarh,Bilaspur,Locality_495,Villa,5,531,35.83,0.07,1993,Furnished,3,15,33,8,5,1,0,0,"Garden, Gym, Pool, Playground",West,Builder,Under_Construction,4,0.2,0
Maharashtra,Mumbai,Locality_158,Apartment,5,2861,204.09,0.07,2019,Furnished,11,18,7,8,2,1,1,1,"Pool, Gym, Garden, Playground",North,Broker,Under_Construction,4,0.6111111111111112,0
Bihar,Patna,Locality_256,Apartment,5,4563,216.91,0.05,1994,Furnished,11,26,32,1,5,2,0,1,Playground,North,Broker,Under_Construction,1,0.4230769230769231,0
Punjab,Ludhiana,Locality_197,Villa,3,4939,26.46,0.01,1994,Semi-furnished,0,24,32,10,1,3,1,0,Playground,East,Broker,Under_Construction,1,0.0,0
Bihar,Gaya,Locality_3,Apartment,5,2503,320.39,0.13,2014,Semi-furnished,2,10,12,8,2,1,1,0,"Playground, Clubhouse, Pool, Garden, Gym",East,Builder,Ready_to_Move,5,0.2,0
Chhattisgarh,Raipur,Locality_206,Apartment,3,3102,360.32,0.12,2009,Semi-furnished,8,19,17,2,3,3,0,0,"Garden, Pool, Playground, Clubhouse",West,Owner,Ready_to_Move,4,0.42105263157894735,0
Tamil Nadu,Coimbatore,Locality_250,Villa,1,4810,151.92,0.03,1995,Semi-furnished,2,7,31,9,6,1,1,0,"Clubhouse, Garden, Pool",West,Builder,Ready_to_Move,3,0.2857142857142857,0
Bihar,Gaya,Locality_360,Apartment,4,3782,175.61,0.05,1996,Semi-furnished,22,24,30,1,6,3,0,1,"Pool, Playground, Clubhouse",East,Builder,Under_Construction,3,0.9166666666666666,1
Jharkhand,Jamshedpur,Locality_131,Apartment,3,3540,466.62,0.13,2022,Semi-furnished,7,30,4,4,7,2,1,1,"Clubhouse, Pool",South,Broker,Ready_to_Move,2,0.23333333333333334,0
Punjab,Amritsar,Locality_499,Independent House,3,2133,118.33,0.06,2000,Semi-furnished,2,13,26,7,4,3,0,0,Pool,East,Owner,Under_Construction,1,0.15384615384615385,0
Andhra Pradesh,Vijayawada,Locality_185,Apartment,5,3447,173.34,0.05,1993,Furnished,2,28,33,1,5,3,0,0,"Gym, Garden",South,Owner,Ready_to_Move,2,0.07142857142857142,0
Gujarat,Ahmedabad,Locality_105,Apartment,1,2843,448.88,0.16,1990,Unfurnished,9,15,36,10,10,2,0,0,"Pool, Garden, Clubhouse",East,Builder,Under_Construction,3,0.6,0
Madhya Pradesh,Indore,Locality_296,Apartment,5,3033,330.26,0.11,2008,Semi-furnished,13,20,18,5,7,2,0,1,Pool,South,Owner,Ready_to_Move,1,0.65,0
Haryana,Gurgaon,Locality_257,Apartment,1,4550,254.44,0.06,1993,Semi-furnished,5,16,33,3,9,1,0,0,"Garden, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move,4,0.3125,0
Maharashtra,Mumbai,Locality_264,Villa,1,4315,123.57,0.03,2021,Semi-furnished,0,15,5,8,3,1,1,1,"Playground, Pool, Gym, Clubhouse, Garden",East,Owner,Under_Construction,5,0.0,0
Bihar,Gaya,Locality_219,Apartment,4,3630,312.41,0.09,2009,Unfurnished,22,27,17,9,5,2,1,0,"Garden, Playground, Clubhouse, Gym, Pool",South,Builder,Ready_to_Move,5,0.8148148148148148,0
Odisha,Cuttack,Locality_109,Independent House,2,3693,447.57,0.12,2012,Unfurnished,21,22,14,7,10,2,0,1,"Clubhouse, Pool, Gym, Garden",North,Builder,Ready_to_Move,4,0.9545454545454546,0
Haryana,Faridabad,Locality_360,Apartment,2,4550,143.45,0.03,1996,Furnished,5,12,30,7,8,2,1,0,"Garden, Clubhouse",East,Owner,Under_Construction,2,0.4166666666666667,0
Assam,Guwahati,Locality_259,Apartment,4,4107,153.98,0.04,1996,Unfurnished,2,22,30,8,2,2,1,1,"Garden, Playground, Gym",South,Owner,Under_Construction,3,0.09090909090909091,1
Punjab,Amritsar,Locality_237,Apartment,2,1792,39.84,0.02,2008,Unfurnished,3,7,18,2,5,1,0,0,"Garden, Pool",South,Owner,Ready_to_Move,2,0.42857142857142855,0
Maharashtra,Nagpur,Locality_327,Independent House,5,2973,393.63,0.13,1999,Unfurnished,14,27,27,2,5,3,0,1,"Playground, Garden",South,Owner,Ready_to_Move,2,0.5185185185185185,0
Chhattisgarh,Bilaspur,Locality_337,Apartment,5,4648,169.54,0.04,2013,Semi-furnished,6,20,13,6,10,3,0,1,Gym,South,Builder,Ready_to_Move,1,0.3,0
Rajasthan,Jodhpur,Locality_385,Villa,1,3125,152.46,0.05,2019,Unfurnished,17,27,7,3,1,3,0,0,"Pool, Garden, Gym, Playground, Clubhouse",South,Broker,Under_Construction,5,0.6296296296296297,1
Assam,Silchar,Locality_472,Apartment,1,4954,136.88,0.03,1999,Furnished,7,13,27,5,10,3,1,1,"Garden, Clubhouse, Playground",West,Builder,Ready_to_Move,3,0.5384615384615384,1
